Trade #,Type,Date and time,Signal,Price USDT,Position size (qty),Position size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
74,Entry long,2025-07-27 19:00,Long Entry,3815.71,0.0262,99.971602,-1.21,-1.21,3.23,3.23,-2.76,-2.76,7.88,0.01
75,Exit long,2025-08-02 13:00,Max Hold,3531.98,0.0261,99.643275,-7.55,-7.58,1.52,1.53,-10.2,-10.23,0.32,0.00
75,Entry long,2025-07-30 23:00,Long Entry,3817.75,0.0261,99.643275,-7.55,-7.58,1.52,1.53,-10.2,-10.23,0.32,0.00
76,Exit long,2025-08-09 04:00,Max Hold,4060,0.0274,99.65928,11.48,11.51,11.7,11.73,-1.86,-1.87,11.8,0.01
76,Entry long,2025-08-06 14:00,Long Entry,3637.2,0.0274,99.65928,11.48,11.51,11.7,11.73,-1.86,-1.87,11.8,0.01
77,Exit long,2025-08-12 04:00,Max Hold,4257.53,0.0239,99.919686,1.73,1.73,4.47,4.47,-1,-1.00,13.54,0.01
77,Entry long,2025-08-09 14:00,Long Entry,4180.74,0.0239,99.919686,1.73,1.73,4.47,4.47,-1,-1.00,13.54,0.01
78,Exit long,2025-08-14 21:00,Flip,4568.48,0.0227,99.991684,3.61,3.61,8.78,8.78,-1.29,-1.28,17.15,0.02
78,Entry long,2025-08-12 21:00,Long Entry,4404.92,0.0227,99.991684,3.61,3.61,8.78,8.78,-1.29,-1.28,17.15,0.02
79,Exit short,2025-08-15 11:00,Max Hold,4619.86,0.0218,99.592864,-1.22,-1.22,2.51,2.52,-2.99,-3.00,15.93,0.02
79,Entry short,2025-08-14 21:00,Flip to Short,4568.48,0.0218,99.592864,-1.22,-1.22,2.51,2.52,-2.99,-3.00,15.93,0.02
80,Exit long,2025-08-20 03:00,Max Hold,4144.56,0.0223,99.929645,-7.6,-7.60,2.04,2.04,-8.1,-8.11,8.33,0.01
80,Entry long,2025-08-17 13:00,Long Entry,4481.15,0.0223,99.929645,-7.6,-7.60,2.04,2.04,-8.1,-8.11,8.33,0.01
81,Exit long,2025-08-23 04:00,Max Hold,4832.06,0.0239,99.925661,15.45,15.46,16.13,16.13,-1.88,-1.88,23.78,0.02
81,Entry long,2025-08-20 14:00,Long Entry,4180.99,0.0239,99.925661,15.45,15.46,16.13,16.13,-1.88,-1.88,23.78,0.02
82,Exit long,2025-08-26 21:00,Max Hold,4494.86,0.0209,99.917048,-6.07,-6.07,3.65,3.65,-9.89,-9.89,17.71,0.02
82,Entry long,2025-08-24 07:00,Long Entry,4780.72,0.0209,99.917048,-6.07,-6.07,3.65,3.65,-9.89,-9.89,17.71,0.02
83,Exit long,2025-09-01 08:00,Flip,4389.58,0.0223,99.578197,-1.79,-1.80,0.68,0.68,-2.07,-2.08,15.92,0.02
83,Entry long,2025-08-31 09:00,Long Entry,4465.39,0.0223,99.578197,-1.79,-1.80,0.68,0.68,-2.07,-2.08,15.92,0.02
84,Exit short,2025-09-01 16:00,Flip,4461.1,0.0227,99.643466,-1.72,-1.73,0.7,0.70,-1.7,-1.71,14.2,0.01
84,Entry short,2025-09-01 08:00,Flip to Short,4389.58,0.0227,99.643466,-1.72,-1.73,0.7,0.70,-1.7,-1.71,14.2,0.01
85,Exit long,2025-09-02 23:00,Max Hold,4346.01,0.0224,99.92864,-2.68,-2.68,0.6,0.60,-5.78,-5.78,11.52,0.01
85,Entry long,2025-09-01 16:00,Flip to Long,4461.1,0.0224,99.92864,-2.68,-2.68,0.6,0.60,-5.78,-5.78,11.52,0.01
86,Exit long,2025-09-05 23:00,Flip,4270.99,0.0226,99.779,-3.35,-3.36,1.75,1.75,-3.53,-3.53,8.17,0.01
86,Entry long,2025-09-05 16:00,Long Entry,4415,0.0226,99.779,-3.35,-3.36,1.75,1.75,-3.53,-3.53,8.17,0.01
87,Exit short,2025-09-08 06:00,Max Hold,4286.1,0.0234,99.941166,-0.45,-0.45,1.14,1.14,-1.69,-1.69,7.71,0.01
87,Entry short,2025-09-05 23:00,Flip to Short,4270.99,0.0234,99.941166,-0.45,-0.45,1.14,1.14,-1.69,-1.69,7.71,0.01
88,Exit long,2025-09-11 08:00,Max Hold,4347.83,0.0231,99.73887,0.6,0.60,3.09,3.10,-1.04,-1.04,8.31,0.01
88,Entry long,2025-09-08 18:00,Long Entry,4317.7,0.0231,99.73887,0.6,0.60,3.09,3.10,-1.04,-1.04,8.31,0.01
89,Exit long,2025-09-13 22:00,Flip,4684,0.0224,99.710688,5.11,5.12,7.04,7.06,-0.12,-0.12,13.42,0.01
89,Entry long,2025-09-12 07:00,Long Entry,4451.37,0.0224,99.710688,5.11,5.12,7.04,7.06,-0.12,-0.12,13.42,0.01
90,Exit short,2025-09-14 21:00,Max Hold,4630.61,0.0213,99.7692,1.04,1.04,1.68,1.68,-0.54,-0.54,14.45,0.01
90,Entry short,2025-09-13 22:00,Flip to Short,4684,0.0213,99.7692,1.04,1.04,1.68,1.68,-0.54,-0.54,14.45,0.01
91,Exit short,2025-09-16 08:00,Flip,4521.54,0.0221,99.632767,-0.39,-0.39,0.95,0.95,-0.75,-0.76,14.06,0.01
