Trade #,Type,Date and time,Signal,Price USDT,Position size (qty),Position size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
201,Exit short,2025-06-21 15:00,Max Hold,2418.5,0.0418,99.89364,-1.2,-1.20,0.3,0.30,-2.43,-2.43,95.88,0.10
201,Entry short,2025-06-20 23:00,Short Entry,2389.8,0.0418,99.89364,-1.2,-1.20,0.3,0.30,-2.43,-2.43,95.88,0.10
202,Exit short,2025-06-22 14:00,Max Hold,2198.9,0.0438,99.87933,3.57,3.57,5.3,5.31,-1.54,-1.54,99.45,0.10
202,Entry short,2025-06-21 22:00,Short Entry,2280.35,0.0438,99.87933,3.57,3.57,5.3,5.31,-1.54,-1.54,99.45,0.10
203,Exit long,2025-06-30 15:00,Max Hold,2437.72,0.0399,99.7899,-2.53,-2.53,0.93,0.94,-2.76,-2.76,96.92,0.10
203,Entry long,2025-06-29 23:00,Long Entry,2501,0.0399,99.7899,-2.53,-2.53,0.93,0.94,-2.76,-2.76,96.92,0.10
204,Exit long,2025-07-03 09:00,Max Hold,2586.99,0.039,99.83142,1.06,1.06,2.28,2.28,-0.32,-0.32,97.98,0.10
204,Entry long,2025-07-02 17:00,Long Entry,2559.78,0.039,99.83142,1.06,1.06,2.28,2.28,-0.32,-0.32,97.98,0.10
205,Exit long,2025-07-04 06:00,Max Hold,2567.74,0.0381,99.964875,-2.13,-2.14,0.29,0.29,-2.34,-2.34,95.85,0.10
205,Entry long,2025-07-03 14:00,Long Entry,2623.75,0.0381,99.964875,-2.13,-2.14,0.29,0.29,-2.34,-2.34,95.85,0.10
206,Exit long,2025-07-10 11:00,Max Hold,2783.52,0.0368,99.981552,2.45,2.45,3.88,3.88,-0.06,-0.06,98.3,0.10
206,Entry long,2025-07-09 19:00,Long Entry,2716.89,0.0368,99.981552,2.45,2.45,3.88,3.88,-0.06,-0.06,98.3,0.10
207,Exit long,2025-07-11 09:00,Max Hold,3002.99,0.0356,99.928488,6.98,6.98,7.88,7.89,-0.49,-0.49,105.27,0.11
207,Entry long,2025-07-10 17:00,Long Entry,2806.98,0.0356,99.928488,6.98,6.98,7.88,7.89,-0.49,-0.49,105.27,0.11
208,Exit long,2025-07-12 10:00,Max Hold,2972.55,0.0334,99.9495,-0.67,-0.67,0.57,0.57,-2.36,-2.36,104.61,0.10
208,Entry long,2025-07-11 18:00,Long Entry,2992.5,0.0334,99.9495,-0.67,-0.67,0.57,0.57,-2.36,-2.36,104.61,0.10
209,Exit long,2025-07-14 21:00,Max Hold,3002.66,0.0327,99.801708,-1.62,-1.62,1.01,1.01,-2.36,-2.36,102.99,0.10
209,Entry long,2025-07-14 05:00,Long Entry,3052.04,0.0327,99.801708,-1.62,-1.62,1.01,1.01,-2.36,-2.36,102.99,0.10
210,Exit long,2025-07-17 07:00,Max Hold,3441.12,0.0307,99.796797,5.84,5.86,6.01,6.02,-1.37,-1.38,108.84,0.11
210,Entry long,2025-07-16 15:00,Long Entry,3250.71,0.0307,99.796797,5.84,5.86,6.01,6.02,-1.37,-1.38,108.84,0.11
211,Exit long,2025-07-18 14:00,Max Hold,3640.35,0.0288,99.862272,4.98,4.99,5.96,5.97,-0.48,-0.48,113.81,0.11
211,Entry long,2025-07-17 22:00,Long Entry,3467.44,0.0288,99.862272,4.98,4.99,5.96,5.97,-0.48,-0.48,113.81,0.11
212,Exit long,2025-07-21 01:00,Max Hold,3746.13,0.0269,99.803035,0.97,0.97,3.12,3.12,-0.81,-0.81,114.78,0.11
